2019-04-10 15:26,#港铁侠爱广播#,港铁深圳微博会员特权置顶港铁侠爱广播清湖站龙华有轨电车接驳通道口暂时封闭自月日起因外部施工影响需封闭龙华有轨电车清湖站与地铁站接驳通道口封闭期间有轨电车与地铁的换乘安排如下早高峰期间实行单向换乘即轻轨换乘地铁的乘客需经地面从口进行换乘地铁换乘轻轨的乘客经展开全文
2019-04-15 22:02,#港铁夜话#,港铁深圳港铁夜话权利的游戏第季今天开播让追这部剧年的人感慨万千有什么是陪伴你年的东西呢
2019-04-15 17:27,港铁深圳少年宫站喜提锦旗啦鼓掌鼓掌本月初港铁侠帮贺女士拾取掉入路轨的手机温馨提示乘客上下车时有可能会产生碰撞为避免出现因为碰撞而将自身物品撞入路轨的情况列车在站台开门上下客时切勿做低头族
2019-04-15 12:51,港铁深圳近日市民中心站一名乘客携带非执行公务的管制刀具进站乘车根据深圳市城市轨道交通运营管理办法已将该违禁物品移交至公安机关依法处理在这里再次敲黑板强调请勿携带易燃易爆管制刀具等违禁物品乘坐地铁地铁实行安检是为了确保乘客出行安全还请小伙伴们理解和配合爱你爱你
2019-04-15 10:11,#港铁侠tips#,港铁深圳港铁侠携带大件行李物品搭乘地铁时要注意站台和列车之间的空隙上下楼可乘坐垂直电梯如有需要暖心的港铁侠时刻都在你身边哟
2019-04-15 07:26,港铁深圳又到周一新的一周开始了今天阴天间多云有小雨气温雨天路滑赶路的小伙伴们注意哦加油给你小心心给你小心心
2019-04-14 22:22,#港铁夜话#,港铁深圳港铁夜话后来才明白要过上简单安逸自由的生活前提依然是得赚到足够令你安心的钱这个世界是现实的只有你用努力和自我令它柔软杨昌溢
2019-04-14 08:30,港铁深圳小阔耐们早安啦今天有中到大雨气温有多少人今天的三餐计划点外卖笑而不语笑而不语
2019-04-13 23:01,#港铁夜话#,港铁深圳港铁夜话有人总说已经晚了实际上现在就是最好的时光对于一个真正有所追求的人来说生命的每个时期都是年轻的及时的摩西奶奶人生永远没有太晚的开始
2019-04-11 20:28,邱镇涛港铁深圳港铁深圳深圳地铁深圳地铁今天早上手机欠费断网没法刷码还好有个工号为的美女小姐姐开热点给我联网充值折腾了好久小姐姐还是超级有耐心最后成功充值超的港铁小姐姐
2019-04-13 08:05,港铁深圳早安伙伴们今天的天气不怎么适合出行有大雨到暴雨并伴有雷暴和短时强降水气温需要外出的乘客请注意携带雨具做好出行计划多预留些时间哦如需要帮助车站里的港铁侠们时刻准备着可爱可爱
2019-04-12 23:00,港铁深圳睡前尬聊估计明天要下雨各位小可爱有什么计划吗
