2016-07-22 13:06,佛山地铁警察为进一步加强市民乘坐地铁的安全感更好地应对地铁突发性事件今天下午三点整地铁警察连同地铁站务以及安检人员在广佛线祖庙站进行约一小时的联合演练期间祖庙站出口将会封锁请过往乘客绕至出入口不便之处敬请谅解
2016-05-31 19:53,佛山地铁警察地铁里过不一样的六一节求关注求关注昨天下午佛山地铁公安连同广佛地铁公司举办了同心童行地铁相伴庆六一活动四十多名小学师生走进地铁走进警营在警察蜀黍的介绍下同学们纷纷争做地铁小警察亲身体验防暴头盔盾牌等警务装备在车站工作人员的引导下同学们逐步树立起文明展开全文
2016-05-23 09:08,佛山地铁警察乌龙市民遗失钱包民警助其失而复得近日市民陈小姐向警务室求助称在金融高新区地铁站遗失了一个钱包内有现金及重要证件若干民警接报后立即展开排查调取监控后发现钱包被保洁阿姨拾获警员随即联系了相关人员最终成功找到钱包归还到失主手中地铁公安提醒各位出门在外记得保管展开全文
2016-05-20 10:39,佛山地铁警察月日下午一名老伯在同济地铁站搭乘扶手电梯时松开扶手翻找随身物品导致重心不稳在扶梯运行至中段时跌倒滚下扶梯值班民警发现后立即前往救助所幸经过警员和站务员的包扎后该老伯身体已无大碍地铁公安提醒大家搭乘电动扶梯时要注意紧握扶手切勿在扶梯上随意走动避免意外发展开全文
2016-05-17 16:15,#儿童小非失联进展#,警察蜀黍好棒剑胆雄心剑胆雄心为参战的所有人员喝彩还是要提醒家长切勿粗心大意毕竟就算破案孩子也未必能够毫发无损
2016-05-16 16:43,满满的正能量太开心太开心
2016-05-16 16:41,#让爱团聚#,令人心痛的信息啊各位家长一定要看好自己的孩子愿孩子一路走好中国新闻网中国新闻网泪泪孩子已遇害警方锁定犯罪嫌疑人据淄博警方淄博警方月日早时许淄博失踪女孩张煜涵的尸体在淄博市淄川区杨寨镇董家大桥附近的孝妇河内被发现目前警方已控制重大犯罪嫌疑人案件正在进一步侦办中
2016-05-16 15:13,佛山地铁警察月日一名男乘客晕倒在地铁同济站端入闸机前正在巡逻的女警员发现后马上帮其涂药油直至男乘客醒来女警马上找来饼干和水并立刻通知救护车到场医护人员到场后为男子检查身体已无大碍原来男乘客在当天早上没有吃早餐因为低血糖晕倒各位乘客地铁提醒您早餐一定要吃饱饱哦
2016-02-29 15:09,确实是啊抓狂抓狂
2016-02-29 15:07,#轨交速写#,地铁还是比较温暖爱你爱你可爱可爱
2016-02-29 14:49,好实用
2016-02-23 01:16,佛山地铁警察元宵节地铁很热闹感谢在一线的警察蜀黍们你们抵着寒冷冒着细雨把安全送给大家元宵节快乐啊
2016-02-19 18:03,佛山地铁警察年元宵节佛山将举办行通济大型民俗文化活动地铁公安提示广佛地铁将延时小时收车公安机关将在全线实行逢包必检逢疑必查的安检请市民乘坐地铁出行时尽量不要携带大件行李物品切勿携带管制刀具或者易燃易爆有毒有腐蚀性有放射性有刺激性等危险违禁物品进站上车
2016-02-07 09:57,佛山地铁警察地铁春节假期行车计划广州地铁全线含佛山段将在月日至月日年廿七年廿八月日至月日年初一初二延长小时收车而月日除夕当天更是延长小时运营服务时间请出行的市民留意各站的时间
2016-02-07 08:44,佛山地铁警察早上六点地铁警察是第一个乘客微笑微笑
2016-02-03 10:03,#春运直播#,各位乘客注意了因配合春运预计月日运营起至约二五号线广州火车站的列车将不停站通过
2015-12-24 13:56,#平安夜送苹果#,作者徐一政平安夜送苹果今天一大早广州地铁市桥出口有圣延老人派苹果平安夜送苹果在西文没有这传统可到中国给商业渲染后确演变成传统了我在想元旦节几个天后到了那天地铁口也会有送鸡蛋的吧
2016-02-02 15:11,转发微博
2016-02-02 15:09,广州共青团广州共青团广州交通广州交通流花地区道路交通管制地铁飞站
2016-01-31 11:26,爸爸妈妈要看到阿悲伤悲伤河北公安网河北公安网转发扩散让宝贝早点回家话筒话筒
